table,project_id,field,value,source,note
parcels,70,assignment:006312860,006312860,collaborator-sheet,
parcels,70,values:006312870,4452912,collaborator-sheet,no automated source for county
parcels,70,assignment:006312870,006312870,collaborator-sheet,
parcels,70,values:006312880,4317660,collaborator-sheet,no automated source for county
parcels,70,assignment:006312880,006312880,collaborator-sheet,
parcels,70,values:006312890,4317660,collaborator-sheet,no automated source for county
parcels,70,assignment:006312890,006312890,collaborator-sheet,
parcels,70,values:006312900,4713012,collaborator-sheet,no automated source for county
parcels,70,assignment:006312900,006312900,collaborator-sheet,
parcels,70,values:006312910,5784624,collaborator-sheet,no automated source for county
parcels,70,assignment:006312910,006312910,collaborator-sheet,
parcels,70,values:006312920,2590596,collaborator-sheet,no automated source for county
parcels,70,assignment:006312920,006312920,collaborator-sheet,
parcels,71,values:52082450,25240000,collaborator-sheet,no automated source for county
parcels,71,assignment:52082450,52082450,collaborator-sheet,
parcels,72,values:5431A041,73513835,collaborator-sheet,no automated source for county
parcels,72,assignment:5431A041,5431A041,collaborator-sheet,
parcels,73,assignment:5159020026,5159020026,collaborator-sheet,parcel_in_transition
parcels,73,assignment:5159020010,5159020010,collaborator-sheet,manual_verified_multi
parcels,73,assignment:5159020009,5159020009,collaborator-sheet,manual_verified_multi
parcels,74,assignment:5484004400,5484004400,collaborator-sheet,
parcels,75,assignment:4635902700,4635902700,collaborator-sheet,
parcels,76,values:5036031006,1569525,collaborator-sheet,AIN returned no data from county source
parcels,76,assignment:5036031006,5036031006,collaborator-sheet,manual_verified
parcels,77,assignment:6083010040,6083010040,collaborator-sheet,parcel_in_transition
parcels,78,values:4054900073,222047798,collaborator-sheet,no automated source for county
parcels,78,assignment:4054900073,4054900073,collaborator-sheet,
parcels,79,assignment:6070003041,6070003041,collaborator-sheet,parcel_in_transition
parcels,80,assignment:5032015003,5032015003,collaborator-sheet,manual_verified
parcels,81,assignment:6011008052,6011008052,collaborator-sheet,manual_verified
parcels,82,assignment:6048022067,6048022067,collaborator-sheet,manual_verified
parcels,83,assignment:6006018001,6006018001,collaborator-sheet,manual_verified
parcels,84,assignment:6048004025,6048004025,collaborator-sheet,manual_verified
parcels,85,assignment:7451037031,7451037031,collaborator-sheet,manual_verified
parcels,86,assignment:7451026002,7451026002,collaborator-sheet,manual_verified
parcels,87,assignment:5501013028,5501013028,collaborator-sheet,manual_verified
parcels,88,assignment:2695003030,2695003030,collaborator-sheet,parcel_in_transition
parcels,90,assignment:8630009026,8630009026,collaborator-sheet,manual_verified
parcels,91,assignment:2421011010,2421011010,collaborator-sheet,manual_verified
parcels,92,assignment:8576001024,8576001024,collaborator-sheet,manual_verified
parcels,93,values:59020050000,46693244,collaborator-sheet,no automated source for county
parcels,93,assignment:59020050000,59020050000,collaborator-sheet,
parcels,94,assignment:6390806100,6390806100,collaborator-sheet,
parcels,97,assignment:8608030071,8608030071,collaborator-sheet,manual_verified
parcels,98,values:50115064010,73418537,collaborator-sheet,no automated source for county
parcels,98,assignment:50115064010,50115064010,collaborator-sheet,
parcels,99,values:4262018026,2225000,collaborator-sheet,AIN returned no data from county source
parcels,99,assignment:4262018026,4262018026,collaborator-sheet,manual_verified
parcels,100,assignment:4231018020,4231018020,collaborator-sheet,manual_verified
parcels,101,assignment:4221007056,4221007056,collaborator-sheet,manual_verified
parcels,102,assignment:4262016011,4262016011,collaborator-sheet,manual_verified
parcels,103,assignment:5183012030,5183012030,collaborator-sheet,manual_verified
parcels,104,assignment:5518008009,5518008009,collaborator-sheet,manual_verified
parcels,105,assignment:5093017031,5093017031,collaborator-sheet,manual_verified
parcels,106,assignment:5502011009,5502011009,collaborator-sheet,manual_verified
parcels,107,assignment:5518013007,5518013007,collaborator-sheet,manual_verified
parcels,108,assignment:5081032007,5081032007,collaborator-sheet,manual_verified
parcels,109,assignment:5094021028,5094021028,collaborator-sheet,manual_verified
parcels,110,assignment:5094023030,5094023030,collaborator-sheet,manual_verified
parcels,111,assignment:5503015016,5503015016,collaborator-sheet,manual_verified
parcels,112,assignment:5518008014,5518008014,collaborator-sheet,manual_verified
parcels,113,assignment:5094004004,5094004004,collaborator-sheet,manual_verified
parcels,114,assignment:5081006014,5081006014,collaborator-sheet,manual_verified
parcels,115,assignment:5080008006,5080008006,collaborator-sheet,manual_verified_multi
parcels,115,assignment:5080008007,5080008007,collaborator-sheet,manual_verified_multi
parcels,115,assignment:5080008008,5080008008,collaborator-sheet,manual_verified_multi
parcels,116,assignment:5080015003,5080015003,collaborator-sheet,manual_verified
parcels,117,assignment:5518027010,5518027010,collaborator-sheet,manual_verified
parcels,118,assignment:5504029006,5504029006,collaborator-sheet,manual_verified
parcels,119,assignment:5503017013,5503017013,collaborator-sheet,manual_verified
parcels,120,values:28502100410000,51313873,collaborator-sheet,no automated source for county
parcels,120,assignment:28502100410000,28502100410000,collaborator-sheet,
parcels,121,assignment:5518013024,5518013024,collaborator-sheet,manual_verified
parcels,122,assignment:5094017020,5094017020,collaborator-sheet,manual_verified
parcels,123,assignment:5518020021,5518020021,collaborator-sheet,manual_verified
parcels,124,assignment:5094023025,5094023025,collaborator-sheet,manual_verified
parcels,125,assignment:5503024012,5503024012,collaborator-sheet,manual_verified
parcels,126,assignment:5094005005,5094005005,collaborator-sheet,manual_verified
parcels,127,assignment:5094006003,5094006003,collaborator-sheet,manual_verified
parcels,128,assignment:5502019004,5502019004,collaborator-sheet,manual_verified
parcels,129,assignment:5517005016,5517005016,collaborator-sheet,manual_verified
parcels,130,assignment:5080006008,5080006008,collaborator-sheet,manual_verified
parcels,132,values:6020022027,2856000,collaborator-sheet,AIN returned no data from county source
parcels,132,assignment:6020022027,6020022027,collaborator-sheet,parcel_in_transition
parcels,134,assignment:6063029029,6063029029,collaborator-sheet,manual_verified
parcels,135,assignment:5518026004,5518026004,collaborator-sheet,manual_verified
parcels,137,values:2125017014,943500,collaborator-sheet,AIN returned no data from county source
parcels,137,assignment:2125017014,2125017014,collaborator-sheet,manual_verified
parcels,141,values:41805060,30330305,collaborator-sheet,no automated source for county
parcels,141,assignment:41805060,41805060,collaborator-sheet,
parcels,142,assignment:4125011053,4125011053,collaborator-sheet,parcel_in_transition
parcels,143,assignment:41416654,41416654,collaborator-sheet,
parcels,144,values:123140018,6695000,collaborator-sheet,no automated source for county
parcels,144,assignment:123140018,123140018,collaborator-sheet,
parcels,144,values:123140019,4460000,collaborator-sheet,no automated source for county
parcels,144,assignment:123140019,123140019,collaborator-sheet,
parcels,144,values:123140020,4460000,collaborator-sheet,no automated source for county
parcels,144,assignment:123140020,123140020,collaborator-sheet,
parcels,144,values:123140021,7113000,collaborator-sheet,no automated source for county
parcels,144,assignment:123140021,123140021,collaborator-sheet,
parcels,145,values:,10673404,collaborator-sheet,no automated source for county
parcels,145,assignment:,,collaborator-sheet,
parcels,146,assignment:6022014002,6022014002,collaborator-sheet,manual_verified
parcels,147,values:41416654,0,manual-repo-edit,no automated source for county
parcels,147,assignment:41416654,41416654,collaborator-sheet,
parcels,148,assignment:5141004003,5141004003,manual-repo-edit,manual_verified
parcels,149,assignment:5093010009,5093010009,collaborator-sheet,manual_verified
parcels,150,assignment:5094004007,5094004007,collaborator-sheet,manual_verified
parcels,151,assignment:5094002004,5094002004,collaborator-sheet,manual_verified
parcels,152,assignment:7157012023,7157012023,collaborator-sheet,manual_verified_multi
parcels,153,assignment:7075020011,7075020011,collaborator-sheet,manual_verified_multi
parcels,153,assignment:7075020012,7075020012,collaborator-sheet,manual_verified_multi
parcels,154,values:019170270,180060039,collaborator-sheet,no automated source for county
parcels,154,assignment:019170270,019170270,collaborator-sheet,
parcels,155,values:1303200180,34848175,collaborator-sheet,no automated source for county
parcels,155,assignment:1303200180,1303200180,collaborator-sheet,
parcels,156,values:5011800142,65613972,collaborator-sheet,no automated source for county
parcels,156,assignment:5011800142,5011800142,collaborator-sheet,
parcels,157,assignment:2262031000,2262031000,collaborator-sheet,
parcels,157,assignment:2280732000,2280732000,collaborator-sheet,
parcels,157,assignment:2262030200,2262030200,collaborator-sheet,
parcels,157,assignment:2262110300,2262110300,collaborator-sheet,
parcels,158,assignment:,,collaborator-sheet,
parcels,159,assignment:5540019012,5540019012,collaborator-sheet,
parcels,160,assignment:5080011007,5080011007,collaborator-sheet,manual_verified
parcels,161,assignment:5077018006,5077018006,collaborator-sheet,
parcels,162,assignment:5518013024,5518013024,collaborator-sheet,
parcels,163,assignment:5521023008,5521023008,collaborator-sheet,
parcels,164,assignment:5468028027,5468028027,collaborator-sheet,
parcels,165,assignment:5094017020,5094017020,collaborator-sheet,
parcels,166,assignment:5521010010,5521010010,collaborator-sheet,
parcels,167,assignment:5544016002,5544016002,collaborator-sheet,
parcels,168,assignment:5518020021,5518020021,collaborator-sheet,
parcels,169,assignment:5094023025,5094023025,collaborator-sheet,
parcels,170,assignment:5503024012,5503024012,collaborator-sheet,
parcels,171,assignment:5537006002,5537006002,collaborator-sheet,
parcels,172,assignment:5503015019,5503015019,collaborator-sheet,
parcels,172,assignment:5503017019,5503017019,collaborator-sheet,
parcels,173,assignment:5094005005,5094005005,collaborator-sheet,
parcels,174,assignment:5094006003,5094006003,collaborator-sheet,
parcels,175,assignment:5502019004,5502019004,collaborator-sheet,
parcels,176,assignment:5469032001,5469032001,collaborator-sheet,
parcels,177,assignment:5517005016,5517005016,collaborator-sheet,
parcels,178,assignment:5446002044,5446002044,collaborator-sheet,
parcels,179,assignment:5080006008,5080006008,collaborator-sheet,
parcels,180,assignment:5501016008,5501016008,collaborator-sheet,
parcels,181,assignment:7157012017,7157012017,collaborator-sheet,
parcels,183,assignment:5236016054,5236016054,collaborator-sheet,
parcels,184,assignment:5126020009,5126020009,collaborator-sheet,
parcels,185,assignment:6048004047,6048004047,collaborator-sheet,
parcels,186,assignment:5032007019,5032007019,collaborator-sheet,
parcels,187,values:19826132,26605309,collaborator-sheet,no automated source for county
parcels,187,assignment:19826132,19826132,collaborator-sheet,
parcels,188,values:501261015,42750000,collaborator-sheet,no automated source for county
parcels,188,assignment:501261015,501261015,collaborator-sheet,
parcels,190,values:223010017,69647731,collaborator-sheet,no automated source for county
parcels,190,assignment:223010017,223010017,collaborator-sheet,
parcels,192,values:03615006,67860998,collaborator-sheet,no automated source for county
parcels,192,assignment:03615006,03615006,collaborator-sheet,
parcels,193,real_estate_exemp:2311104600,49157189,collaborator-sheet,value source publishes no exemption field
parcels,193,assignment:2311104600,2311104600,collaborator-sheet,
parcels,194,assignment:4313014022,4313014022,script-situs-match (2026-08-21),
parcels,195,assignment:4261017008,4261017008,script-finder-auto (2026-08-21),
parcels,196,assignment:,,collaborator-sheet,
parcels,197,assignment:,,collaborator-sheet,
parcels,199,assignment:2126022021,2126022021,manual-repo-edit,
parcels,201,assignment:,,collaborator-sheet,
parcels,203,values:21900420330000,15693765,manual-repo-edit,no automated source for county
parcels,203,assignment:21900420330000,21900420330000,manual-repo-edit,
parcels,204,assignment:2338006014,2338006014,manual-repo-edit,
parcels,206,assignment:,,collaborator-sheet,
parcels,207,assignment:,,collaborator-sheet,
parcels,208,assignment:,,collaborator-sheet,
parcels,209,assignment:2146500200,2146500200,script-situs-match (2026-08-22),
parcels,210,values:11700120210000,11438021,collaborator-sheet,no automated source for county
parcels,210,assignment:11700120210000,11700120210000,collaborator-sheet,
parcels,211,assignment:2148026046,2148026046,script-situs-match (2026-08-21),
parcels,212,assignment:5052023039,5052023039,script-situs-match (2026-08-21),
parcels,213,values:22800420320000,8878476,manual-repo-edit,no automated source for county
parcels,213,assignment:22800420320000,22800420320000,manual-repo-edit,
parcels,214,assignment:8386006015,8386006015,script-situs-match (2026-08-21),
parcels,215,assignment:5539028040,5539028040,manual-repo-edit,
parcels,216,assignment:4701122500,4701122500,script-situs-match (2026-08-22),
parcels,217,assignment:5157007028,5157007028,script-situs-match (2026-08-22),
parcels,218,assignment:5040021006,5040021006,script-situs-match (2026-08-21),
parcels,219,assignment:5502031012,5502031012,script-situs-match (2026-08-21),
parcels,220,assignment:5518026004,5518026004,script-situs-match (2026-08-21),
parcels,221,assignment:5534006026,5534006026,manual-repo-edit,
parcels,222,values:80C49562,11141147,manual-repo-edit,no automated source for county
parcels,222,assignment:80C49562,80C49562,manual-repo-edit,
parcels,223,values:1831016,71934357,manual-repo-edit,no automated source for county
parcels,223,assignment:1831016,1831016,manual-repo-edit,
parcels,224,assignment:6018007001,6018007001,script-situs-match (2026-08-21),
parcels,226,assignment:,,collaborator-sheet,
parcels,227,values:3003300180000,41186542,collaborator-sheet,no automated source for county
parcels,227,assignment:3003300180000,3003300180000,collaborator-sheet,
parcels,228,assignment:6053006052,6053006052,script-situs-match (2026-08-21),
parcels,230,assignment:2530007014,2530007014,script-situs-match (2026-08-21),
parcels,231,assignment:5501017044,5501017044,script-situs-match (2026-08-21),
parcels,232,values:23115127,90133662,collaborator-sheet,no automated source for county
parcels,232,assignment:23115127,23115127,collaborator-sheet,
parcels,232,values:23115128,30044551,collaborator-sheet,no automated source for county
parcels,232,assignment:23115128,23115128,collaborator-sheet,
parcels,233,assignment:5093023056,5093023056,manual-repo-edit,
parcels,234,assignment:5093023059,5093023059,script-situs-match (2026-08-21),
parcels,235,assignment:5092029007,5092029007,manual-repo-edit,
parcels,236,assignment:4211011047,4211011047,manual-repo-edit,
parcels,237,assignment:5540025003,5540025003,manual-repo-edit,
parcels,57,values:28424015,36559633,collaborator-sheet,no automated source for county
parcels,57,assignment:28424015,28424015,collaborator-sheet,
parcels,60,values:17004068,32171358,collaborator-sheet,no automated source for county
parcels,60,assignment:17004068,17004068,collaborator-sheet,
parcels,60,values:17004069,18766626,collaborator-sheet,no automated source for county
parcels,60,assignment:17004069,17004069,collaborator-sheet,
parcels,89,values:25404108,113197044,collaborator-sheet,no automated source for county
parcels,89,assignment:25404108,25404108,collaborator-sheet,
parcels,95,values:37226016,4853048,collaborator-sheet,no automated source for county
parcels,95,assignment:37226016,37226016,collaborator-sheet,
parcels,96,values:29640005,129482004,collaborator-sheet,no automated source for county
parcels,96,assignment:29640005,29640005,collaborator-sheet,
parcels,96,values:29640004,95469825,collaborator-sheet,no automated source for county
parcels,96,assignment:29640004,29640004,collaborator-sheet,
parcels,96,values:29640003,72364911,collaborator-sheet,no automated source for county
parcels,96,assignment:29640003,29640003,collaborator-sheet,
parcels,136,values:70607013,269608107,collaborator-sheet,no automated source for county
parcels,136,assignment:70607013,70607013,collaborator-sheet,
parcels,138,values:21332022,27979060,collaborator-sheet,no automated source for county
parcels,138,assignment:21332022,21332022,collaborator-sheet,
parcels,139,values:68429011,51700304,collaborator-sheet,no automated source for county
parcels,139,assignment:68429011,68429011,collaborator-sheet,
parcels,139,values:68428078,8396294,collaborator-sheet,no automated source for county
parcels,139,assignment:68428078,68428078,collaborator-sheet,
parcels,140,values:31342061,70919811,collaborator-sheet,no automated source for county
parcels,140,assignment:31342061,31342061,collaborator-sheet,
parcels,189,values:46745084,31718046,collaborator-sheet,no automated source for county
parcels,189,assignment:46745084,46745084,collaborator-sheet,
parcels,189,assignment:46745075,46745075,collaborator-sheet,
parcels,189,assignment:46745074,46745074,collaborator-sheet,
parcels,189,assignment:46745073,46745073,collaborator-sheet,
parcels,191,values:15401034,104843965,collaborator-sheet,no automated source for county
parcels,191,assignment:15401034,15401034,collaborator-sheet,
parcels,198,assignment:,,collaborator-sheet,
parcels,202,values:01125105,9776112,manual-repo-edit,no automated source for county
parcels,202,assignment:01125105,01125105,manual-repo-edit,
parcels,16,values:128101150,0,manual-repo-edit,AIN returned no data from county source
parcels,16,assignment:128101150,128101150,collaborator-sheet,
parcels,16,assignment:128101140,128101140,collaborator-sheet,
parcels,16,assignment:128101130,128101130,collaborator-sheet,
parcels,16,assignment:128101120,128101120,collaborator-sheet,
parcels,16,assignment:128101110,128101110,collaborator-sheet,
parcels,16,assignment:128101100,128101100,collaborator-sheet,
parcels,16,assignment:128101090,128101090,collaborator-sheet,
parcels,16,assignment:128101080,128101080,collaborator-sheet,
parcels,16,assignment:128101070,128101070,collaborator-sheet,
parcels,16,assignment:128101060,128101060,collaborator-sheet,
parcels,16,values:128101050,0,manual-repo-edit,AIN returned no data from county source
parcels,16,assignment:128101050,128101050,collaborator-sheet,
parcels,16,assignment:128101040,128101040,collaborator-sheet,
parcels,16,assignment:128101030,128101030,collaborator-sheet,
parcels,16,assignment:128101020,128101020,collaborator-sheet,
parcels,16,assignment:128101010,128101010,collaborator-sheet,
parcels,16,assignment:128102110,128102110,collaborator-sheet,
parcels,16,assignment:128102100,128102100,collaborator-sheet,
parcels,16,assignment:128102090,128102090,collaborator-sheet,
parcels,16,assignment:128102080,128102080,collaborator-sheet,
parcels,16,assignment:128102070,128102070,collaborator-sheet,
parcels,16,assignment:128102060,128102060,collaborator-sheet,
parcels,16,assignment:128102050,128102050,collaborator-sheet,
parcels,16,assignment:128102040,128102040,collaborator-sheet,
parcels,16,assignment:128102030,128102030,collaborator-sheet,
parcels,16,assignment:128102020,128102020,collaborator-sheet,
parcels,16,assignment:128102010,128102010,collaborator-sheet,
parcels,16,assignment:128102210,128102210,collaborator-sheet,
parcels,16,assignment:128102200,128102200,collaborator-sheet,
parcels,16,assignment:128102190,128102190,collaborator-sheet,
parcels,16,assignment:128102180,128102180,collaborator-sheet,
parcels,16,assignment:128102170,128102170,collaborator-sheet,
parcels,16,assignment:128102160,128102160,collaborator-sheet,
parcels,16,assignment:128102150,128102150,collaborator-sheet,
parcels,16,assignment:128102140,128102140,collaborator-sheet,
parcels,16,assignment:128102130,128102130,collaborator-sheet,
parcels,16,assignment:128102120,128102120,collaborator-sheet,
parcels,16,assignment:128103090,128103090,collaborator-sheet,
parcels,16,assignment:128103080,128103080,collaborator-sheet,
parcels,16,assignment:128103070,128103070,collaborator-sheet,
parcels,16,assignment:128103060,128103060,collaborator-sheet,
parcels,16,assignment:128103050,128103050,collaborator-sheet,
parcels,16,assignment:128103040,128103040,collaborator-sheet,
parcels,16,assignment:128103030,128103030,collaborator-sheet,
parcels,16,assignment:128103020,128103020,collaborator-sheet,
parcels,16,assignment:128103010,128103010,collaborator-sheet,
parcels,16,assignment:128103180,128103180,collaborator-sheet,
parcels,16,assignment:128103170,128103170,collaborator-sheet,
parcels,16,assignment:128103160,128103160,collaborator-sheet,
parcels,16,assignment:128103150,128103150,collaborator-sheet,
parcels,16,assignment:128103140,128103140,collaborator-sheet,
parcels,16,assignment:128103130,128103130,collaborator-sheet,
parcels,16,assignment:128103120,128103120,collaborator-sheet,
parcels,16,assignment:128103110,128103110,collaborator-sheet,
parcels,16,assignment:128103100,128103100,collaborator-sheet,
parcels,16,values:128105060,0,manual-repo-edit,AIN returned no data from county source
parcels,16,assignment:128105060,128105060,collaborator-sheet,
parcels,16,assignment:128105050,128105050,collaborator-sheet,
parcels,16,assignment:128105040,128105040,collaborator-sheet,
parcels,16,assignment:128105030,128105030,collaborator-sheet,
parcels,16,assignment:128105020,128105020,collaborator-sheet,
parcels,16,assignment:128105010,128105010,collaborator-sheet,
parcels,16,assignment:128104020,128104020,collaborator-sheet,
parcels,16,assignment:128104010,128104010,collaborator-sheet,
parcels,225,assignment:168150010,168150010,manual-repo-edit,
parcels,131,values:89082034000,10140095,collaborator-sheet,no automated source for county
parcels,131,assignment:89082034000,89082034000,collaborator-sheet,
parcels,230,assignment:2530007015,2530007015,script-situs-match (2026-08-21),situs-match
parcels,369,assignment:4441201300,4441201300,script-situs-match (2026-08-22),situs-match
parcels,369,assignment:4441201800,4441201800,script-situs-match (2026-08-22),situs-match
parcels,238,values:9917523,47387387,manual-repo-edit,no automated source for county
parcels,238,assignment:9917523,9917523,manual-repo-edit,
parcels,1,assignment:5136019023,5136019023,manual-repo-edit,
parcels,12,assignment:5402028022,5402028022,manual-repo-edit,
parcels,68,assignment:2764001012,2764001012,manual-repo-edit,
parcels,68,assignment:2764001014,2764001014,manual-repo-edit,
parcels,181,assignment:7157012023,7157012023,manual-repo-edit,
parcels,231,assignment:5501017045,5501017045,manual-repo-edit,
