project_id,county,property_name,ain,apn,situs_address,legacy_redundant,assignment_source,method,notes,roll_year,roll_land_value,roll_imp_value,roll_total_value,real_estate_exemp,year_built,use_description,value_source,fetch_date,operative_project_id,assignment_check
147,Alameda,Coliseum Connections,41416654,,"805 71ST AVE, OAKLAND, CA 94621",False,collaborator-sheet,,,2026,,,0,0,,,manual-repo-edit,,147,no-situs
148,Los Angeles,Park Wilshire Apartments,5141004003,5141-004-003,2424 WILSHIRE BLVD LOS ANGELES CA,False,manual-repo-edit,manual_verified,"Corrected 2026-08-22 (Drew, assessor portal): prior parcel was 2424 Wilshire SANTA MONICA; Park Wilshire is the LA one",2026,8600000,11100000,19700000,0,1924,Five or more apartments,la-county-api,2026-08-22,148,situs-match
149,Los Angeles,Sir Francis Drake Villa Apartments,5093010009,5093-010-009,841 S SERRANO AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,,2026,3600000,5400000,9000000,0,1929,Five or more apartments,la-county-api,2026-08-22,149,situs-match
150,Los Angeles,Langham Apartments,5094004007,5094-004-007,715 S NORMANDIE AVE LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,,2026,5500000,20600000,26100000,0,1927,Five or more apartments,la-county-api,2026-08-22,150,situs-match
151,Los Angeles,Piccadilly Apartments,5094002004,5094-002-004,682 IROLO ST LOS ANGELES CA 90005,False,collaborator-sheet,manual_verified,,2026,2600000,9400000,12000000,0,1929,Five or more apartments,la-county-api,2026-08-22,151,situs-match
152,Los Angeles,The Hive at Ackerfield Apartments,7157012023,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA 90805,True,collaborator-sheet,manual_verified_multi,Multi-parcel (2),2026,4762701,20566211,25328912,0,1973,Five or more apartments,la-county-api,2026-08-22,181,situs-match
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020011,7075-020-011,12100 226TH ST HAWAIIAN GARDNS CA 90716,False,collaborator-sheet,manual_verified_multi,Multi-parcel (2),2026,5736890,14071618,19808508,0,1990,Five or more apartments,la-county-api,2026-08-22,153,situs-match
153,Los Angeles,Hawaiian Terrace Senior Apartments,7075020012,7075-020-012,12100 226TH ST HAWAIIAN GARDENS CA 90716,False,collaborator-sheet,manual_verified_multi,Multi-parcel (2),2026,4004998,0,4004998,0,,Five or more apartments,la-county-api,2026-08-22,153,situs-match
154,San Mateo,Crystal Springs Terrace,019170270,,2000 CRYSTAL SPRINGS RD SAN BRUNO,False,collaborator-sheet,,,,,,180060039,,,,collaborator-sheet,,154,no-situs
155,Contra Costa,Trailview Apartments,1303200180,,"1070 San Miguel Road, Concord, CA",False,collaborator-sheet,,,,,,34848175,,,,collaborator-sheet,,155,no-situs
156,Alameda,Casa Serena Apartments,5011800142,,"36000 FREMONT BLVD, FREMONT, CA 94536",False,collaborator-sheet,,,,,,65613972,,,,collaborator-sheet,,156,no-situs
157,San Diego,Hendrix and Hadley Apartments,2262031000,,439 W EL NORTE PKWY ESCONDIDO CA 92026-1961,False,collaborator-sheet,,,2026,5116369,7674557,12790926,,87,16,sandag-parcels,2026-08-22,157,situs-match
157,San Diego,Hendrix and Hadley Apartments,2280732000,,1045 MORNING VIEW DR ESCONDIDO CA 92026-3481,False,collaborator-sheet,,,2026,20621754,21308356,41930110,,85,16,sandag-parcels,2026-08-22,157,situs-match
157,San Diego,Hendrix and Hadley Apartments,2262030200,,443 W EL NORTE PKWY ESCONDIDO CA 92026,False,collaborator-sheet,,,2026,7937360,11424829,19362189,,87,16,sandag-parcels,2026-08-22,157,situs-match
157,San Diego,Hendrix and Hadley Apartments,2262110300,,457 W EL NORTE PKWY ESCONDIDO CA 92026,False,collaborator-sheet,,,2026,5116369,7674557,12790926,,87,16,sandag-parcels,2026-08-22,157,situs-match
158,Los Angeles,Kalmia Apartments,,,,,collaborator-sheet,,,,,,,,,,,,158,
159,Los Angeles,1141 N. Vermont Avenue Apartments,5540019012,,1141 N VERMONT AVE LOS ANGELES CA 90029,False,collaborator-sheet,,,2026,4090000,0,4090000,0,1982,Professional Buildings,la-county-api,2026-08-22,159,situs-match
160,Los Angeles,12th Street Apartments,5080011007,5080-011-007,3048 W 12TH ST LOS ANGELES CA 90006,False,collaborator-sheet,manual_verified,Added from LA County lookup,2026,2048090,694072,2742162,0,1928,Five or more apartments,la-county-api,2026-08-22,351,situs-match
161,Los Angeles,8th Street Apartments,5077018006,5077-018-006,2933 W 8TH ST LOS ANGELES CA 90005,False,collaborator-sheet,,,2026,6472943,2976688,9449631,0,1928,Five or more apartments,la-county-api,2026-08-22,161,situs-match
162,Los Angeles,Alexandria II Apartments,5518013024,5518-013-024,130 S ALEXANDRIA AVE LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,10256043,3761450,14017493,0,1990,Five or more apartments,la-county-api,2026-08-22,162,situs-match
163,Los Angeles,Ardmore Apartments,5521023008,5521-023-008,437 N ARDMORE AVE LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,11155189,2342588,13497777,0,1925,Five or more apartments,la-county-api,2026-08-22,163,situs-match
164,Los Angeles,Avalon Apartments,5468028027,5468-028-027,249 S AVENUE 55 LOS ANGELES CA 90042,False,collaborator-sheet,,,2026,8254838,3569659,11824497,0,1961,Five or more apartments,la-county-api,2026-08-22,164,situs-match
165,Los Angeles,Fedora Apartments,5094017020,5094-017-020,861 FEDORA ST LOS ANGELES CA 90005,False,collaborator-sheet,,,2026,7577025,2327228,9904253,0,1930,Five or more apartments,la-county-api,2026-08-22,165,situs-match
166,Los Angeles,Harvard Apartments,5521010010,5521-010-010,516 N HARVARD BLVD LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,5899254,2273106,8172360,0,1928,Five or more apartments,la-county-api,2026-08-22,166,situs-match
167,Los Angeles,Hollywood Apartments,5544016002,5544-016-002,5200 HOLLYWOOD BLVD LOS ANGELES CA 90027,False,collaborator-sheet,,,2026,3247296,1537053,4784349,0,1913,Five or more apartments,la-county-api,2026-08-22,167,situs-match
168,Los Angeles,Kenmore II Apartments,5518020021,5518-020-021,200 S KENMORE AVE LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,6900505,2484181,9384686,0,1926,Five or more apartments,la-county-api,2026-08-22,168,situs-match
169,Los Angeles,Kenmore III Apartments,5094023025,5094-023-025,915 S KENMORE AVE LOS ANGELES CA 90006,False,collaborator-sheet,,,2026,2208161,745253,2953414,0,1923,Five or more apartments,la-county-api,2026-08-22,169,situs-match
170,Los Angeles,Kinglsey Apartments,5503024012,5503-024-012,530 S KINGSLEY DR LOS ANGELES CA 90020,False,collaborator-sheet,,,2026,6494592,4232309,10726901,0,1930,Five or more apartments,la-county-api,2026-08-22,170,situs-match
171,Los Angeles,Lexington Apartments,5537006002,5537-006-002,5406 LEXINGTON AVE LOS ANGELES CA 90029,False,collaborator-sheet,,,2026,6637472,2844631,9482103,0,1928,Five or more apartments,la-county-api,2026-08-22,171,situs-match
172,Los Angeles,Manhattan I & II Apartments,5503015019,5503-015-019,410 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,,,2026,3422648,2235762,5658410,0,1963,Five or more apartments,la-county-api,2026-08-22,172,situs-match
172,Los Angeles,Manhattan I & II Apartments,5503017019,5503-017-019,509 S MANHATTAN PL LOS ANGELES CA 90020,False,collaborator-sheet,,,2026,11040807,2760201,13801008,0,1970,Five or more apartments,la-county-api,2026-08-22,172,situs-match
173,Los Angeles,Mariposa I Apartments,5094005005,5094-005-005,727 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,,,2026,5409995,1821732,7231727,0,1925,Five or more apartments,la-county-api,2026-08-22,173,situs-match
174,Los Angeles,Mariposa III Apartments,5094006003,5094-006-003,750 S MARIPOSA AVE LOS ANGELES CA 90005,False,collaborator-sheet,,,2026,4946714,1731890,6678604,0,1925,Five or more apartments,la-county-api,2026-08-22,174,situs-match
175,Los Angeles,Mariposa IV Apartments,5502019004,5502-019-004,520 S MARIPOSA AVE LOS ANGELES CA 90020,False,collaborator-sheet,,,2026,10077442,1623648,11701090,0,1928,Five or more apartments,la-county-api,2026-08-22,175,situs-match
176,Los Angeles,Monte Vista Apartments,5469032001,5469-032-001,5635 MONTE VISTA ST LOS ANGELES CA 90042,False,collaborator-sheet,,,2026,7167207,3123451,10290658,0,1966,Five or more apartments,la-county-api,2026-08-22,176,situs-match
177,Los Angeles,Oxford II Apartments,5517005016,5517-005-016,207 N OXFORD AVE LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,4607090,1974466,6581556,0,1927,Five or more apartments,la-county-api,2026-08-22,177,situs-match
178,Los Angeles,Parkview Apartments,5446002044,5446-002-044,312 W AVENUE 37 LOS ANGELES CA 90065,False,collaborator-sheet,,,2026,7139319,7139319,14278638,0,1989,Five or more apartments,la-county-api,2026-08-22,178,situs-match
179,Los Angeles,Western Apartments,5080006008,5080-006-008,1057 S WESTERN AVE LOS ANGELES CA 90006,False,collaborator-sheet,,,2026,11378292,2912841,14291133,0,1926,Five or more apartments,la-county-api,2026-08-22,179,situs-match
180,Los Angeles,Westmoreland Apartments,5501016008,5501-016-008,132 S WESTMORELAND AVE LOS ANGELES CA 90004,False,collaborator-sheet,,,2026,1905080,1450458,3355538,0,1925,Five or more apartments,la-county-api,2026-08-22,180,situs-match
181,Los Angeles,The Hive Apartments,7157012017,7157-012-017,5565 ACKERFIELD AVE LONG BEACH CA 90805,False,collaborator-sheet,,,2026,3950877,10824321,14775198,0,1973,Five or more apartments,la-county-api,2026-08-22,181,situs-match
183,Los Angeles,4256 Whittier Blvd Apartments,5236016054,5236-016-054,4252 WHITTIER BLVD LOS ANGELES CA 90023,False,collaborator-sheet,,,2026,1766527,0,1766527,0,2025,Five or more apartments,la-county-api,2026-08-22,183,situs-match
184,Los Angeles,225 W 25th Apartments,5126020009,5126-020-009,225 W 25TH ST LOS ANGELES CA 90007,False,collaborator-sheet,,,2026,2052553,3078830,5131383,0,1925,Five or more apartments,la-county-api,2026-08-22,184,situs-match
185,Los Angeles,9422 Firth Avenue Apartments,6048004047,6048-004-047,9422 FIRTH BLVD LOS ANGELES CA 90002,False,collaborator-sheet,,,2026,1394398,0,1394398,0,,Single,la-county-api,2026-08-22,185,situs-match
186,Los Angeles,4008 Martin Luther King Blvd Apartments,5032007019,5032-007-019,4008 W MARTIN LUTHER KING JR BLVD LOS ANGELES CA 90008,False,collaborator-sheet,,,2026,2335129,11290000,13625129,0,2024,Five or more apartments,la-county-api,2026-08-22,186,situs-match
187,Orange,Bentley Parke Apartments,19826132,198-261-32,3200 W 5TH ST,False,collaborator-sheet,,,,,,26605309,,,,collaborator-sheet,,187,no-situs
188,Contra Costa,Del Norte Place Apartments,501261015,501261015,11720 SAN PABLO AVE,False,collaborator-sheet,,,,,,42750000,9419226,,,collaborator-sheet,,205,no-situs
190,Contra Costa,Highlands Point Apartments,223010017,223010017,2311 IVY HILL WAY,False,collaborator-sheet,,,,,,69647731,46831134,,,collaborator-sheet,,190,no-situs
192,Orange,Heritage Village Anaheim Apartments,03615006,036-150-06,707 W SANTA ANA ST,False,collaborator-sheet,,,,,,67860998,67860998,,,collaborator-sheet,,192,no-situs
193,San Diego,Heritage Park Escondido Apartments,2311104600,2311104600,2549 Valley PKWY,False,collaborator-sheet,,,2026,30308100,20354053,50662153,49157189,87,16,sandag-parcels,2026-08-22,193,situs-match
194,Los Angeles,3751 Delmas Terrace Apartments,4313014022,,3751 DELMAS TER LOS ANGELES CA 90034,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code still ""Two Units"" — pre-development roll",2026,1377000,459000,1836000,0,1914,Two Units,la-county-api,2026-08-22,194,situs-match
195,Los Angeles,1723 Corinth Apartments,4261017008,,1723 CORINTH AVE LOS ANGELES CA 90025,False,script-finder-auto (2026-08-21),,"Resolved by LA county situs/geocode search; Pre-construction/stale county record; building may not yet be built (units reviewed 2026-08-22, Drew)",2026,2040000,510000,2550000,0,1957,Five or more apartments,la-county-api,2026-08-22,195,situs-match
196,Los Angeles,The Dream Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,196,
197,Los Angeles,12342 Osborne Place Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,197,
199,Los Angeles,Baird Affordable Housing Apartments,2126022021,2126-022-021,6838 BAIRD AVE LOS ANGELES CA 91335,False,manual-repo-edit,,Drew 2026-08-22: project aligns to 6838 Baird Ave (no 6840 situs exists). Assessor unit counts not usable to disambiguate — proposed project may differ.,2026,833472,552040,1385512,0,1952,Two Units,la-county-api,2026-08-22,199,situs-match
201,Santa Barbara,Villa Del Sol Senior Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,201,
203,Sacramento,Bent Tree Apartments,21900420330000,219-0042-033-0000,4350 GALBRATH DR SACRAMENTO CA 95842,False,manual-repo-edit,,Drew 2026-08-22 via Sacramento assessor lookup,2026,,,15693765,0,,,manual-repo-edit,,203,no-situs
204,Los Angeles,Hazelhurst Affordable Housing Apartments,2338006014,2338-006-014,6142 HAZELHURST PL LOS ANGELES CA 91606,False,manual-repo-edit,,Drew 2026-08-22: development parcel is 6142 (no 6144 situs exists). Assessor unit counts not usable to disambiguate — proposed project may differ.,2026,688500,1224000,1912500,0,1952,Two Units,la-county-api,2026-08-22,204,situs-match
206,Los Angeles,Elan River Village Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,206,
207,Los Angeles,Cullen Living Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,207,
208,Los Angeles,Sawtelle 2481 Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,208,
209,San Diego,Bluwater Crossing Apartments,2146500200,214-650-02-00,6790 EMBARCADERO LN CARLSBAD CA 92011,False,script-situs-match (2026-08-22),,"Exact situs match, SANDAG; 66-unit apartment parcel",2026,15568767,33766648,49335415,,09,21,sandag-parcels,2026-08-22,209,situs-match
210,Sacramento,California Place Apartments,11700120210000,,6633 VALLEY HI DR SACRAMENTO 95823,False,collaborator-sheet,,,2025,,,11438021,,,,collaborator-sheet,,210,no-situs
211,Los Angeles,Haven Warner Center,2148026046,,6530 INDEPENDENCE AVE LOS ANGELES CA 91303,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search,2026,20375193,36930038,57305231,0,1985,Five or more apartments,la-county-api,2026-08-22,211,situs-match
212,Los Angeles,The Arlo,5052023039,,2075 W JEFFERSON BLVD LOS ANGELES CA 90018,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Restaurants"" — pre-development roll",2026,1144440,312120,1456560,0,1977,"Restaurants, Cocktail Lounges",la-county-api,2026-08-22,212,situs-match
213,Sacramento,Sierra Village,22800420320000,228-0042-032-0000,5416 JACKSON ST NORTH HIGHLANDS CA 95660,False,manual-repo-edit,,Drew 2026-08-22 via Sacramento assessor lookup,2026,,,8878476,0,,,manual-repo-edit,,213,no-situs
214,Los Angeles,Trails at San Dimas,8386006015,,444 N AMELIA AVE SAN DIMAS CA 91773,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search,2026,22187671,44750710,66938381,0,1977,Five or more apartments,la-county-api,2026-08-22,214,situs-match
215,Los Angeles,511 Hoover Street Apartments,5539028040,5539-028-040,511 N HOOVER ST (no county situs; AIN from assessor portal map),False,manual-repo-edit,,"Drew 2026-08-22 via assessor portal map view; new construction, situs not yet keyed.",,,,,,,,,,215,documented
216,San Diego,Guava Gardens Apartments,4701122500,470-112-25-00,5035 GUAVA AVE LA MESA CA 91942,False,script-situs-match (2026-08-22),,"Exact situs match, SANDAG; 81-unit apartment parcel",2026,2033407,3050116,5083523,,86,16,sandag-parcels,2026-08-22,216,situs-match
217,Los Angeles,Park View by Angeleno Apartments,5157007028,5157-007-028,217 N PARK VIEW ST LOS ANGELES CA 90026,False,script-situs-match (2026-08-22),,"Exact situs match, LA parcel API; use still ""Single"" (pre-development)",2026,938400,234600,1173000,0,1911,Single,la-county-api,2026-08-22,217,situs-match
218,Los Angeles,1408 Jefferson Blvd Apartments,5040021006,,1408 W JEFFERSON BLVD LOS ANGELES CA 90007,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; DUPLICATE of project 200 (same AIN),2026,1456560,62424,1518984,0,1904,Store Combination,la-county-api,2026-08-22,218,situs-match
219,Los Angeles,603 Mariposa Apartments,5502031012,,603 S MARIPOSA AVE LOS ANGELES CA 90005,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Restaurants"" — pre-development roll",2026,3974689,684528,4659217,0,1925,"Restaurants, Cocktail Lounges",la-county-api,2026-08-22,219,situs-match
220,Los Angeles,236 Berendo Apartments,5518026004,,236 N BERENDO ST LOS ANGELES CA 90004,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Single"" — pre-development roll",2026,1040400,374544,1414944,0,1920,Single,la-county-api,2026-08-22,220,situs-match
221,Los Angeles,Banner Avenue Apartments,5534006026,5534-006-026,6219 BANNER AVE (no county situs; AIN from assessor portal map),False,manual-repo-edit,,Drew 2026-08-22 via assessor portal map view; Banner Ave parcels not situs-keyed.,2026,3459330,0,3459330,0,0000,Single,la-county-api,2026-08-22,221,documented
222,Alameda,Bayfair Apartments,80C49562,80C-495-6-2,16077 ASHLAND AVE SAN LORENZO CA 94580,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup,2026,,,11141147,0,,,manual-repo-edit,,222,no-situs
223,Alameda,2121 Wood St,1831016,18-310-16,2121 WOOD ST OAKLAND CA 94607,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup,2026,,,71934357,56403868,,,manual-repo-edit,,223,no-situs
224,Los Angeles,1454 Florence Apartments,6018007001,,1454 W FLORENCE AVE LOS ANGELES CA 90047,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; matched W Florence per address; use code pre-development,2026,1224000,0,1224000,0,1932,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",la-county-api,2026-08-22,224,situs-match
226,Contra Costa,Maris at Martinez Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,226,
227,Sacramento,Westlake Apartments,3003300180000,,1 SHOAL CT SACRAMENTO 95831,False,collaborator-sheet,,,2026,,,41186542,,,,collaborator-sheet,,227,no-situs
228,Los Angeles,Colden Oaks Apartments,6053006052,,225 W COLDEN AVE LOS ANGELES CA 90003,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search,2026,2000000,4000000,6000000,0,1994,Five or more apartments,la-county-api,2026-08-22,228,situs-match
230,Los Angeles,Hansen illage Apartments,2530007014,,11821 FOOTHILL BLVD LOS ANGELES CA 91342,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search; two parcels share situs 11821 Foothill — multi-parcel,2026,1768372,4763318,6531690,0,1986,Five or more apartments,la-county-api,2026-08-22,230,situs-match
231,Los Angeles,Violet on Virgil,5501017044,,160 S VIRGIL AVE LOS ANGELES CA 90004,False,script-situs-match (2026-08-21),,Resolved by LA county situs/geocode search,2026,18210958,30209370,48420328,0,1971,Five or more apartments,la-county-api,2026-08-22,231,situs-match
232,Orange,Crystal View Apartments,23115127,,12021 BAYPORT ST GARDEN GROVE 92840,False,collaborator-sheet,,,2026,,,90133662,62106599,,,collaborator-sheet,,232,no-situs
232,Orange,Crystal View Apartments,23115128,,12156 BAYPORT ST GARDEN GROVE 92840,False,collaborator-sheet,,,2026,,,30044551,20702197,,,collaborator-sheet,,232,no-situs
233,Los Angeles,926 S. Kingsley Apartments,5093023056,5093-023-056,926 S KINGSLEY DR LOS ANGELES CA 90006,False,manual-repo-edit,,"Corrected 2026-08-22 (Drew, assessor portal): prior geocode pick 5093023058 sits at 926 S Harvard Blvd",2026,2827070,1172181,3999251,0,1912,Single,la-county-api,2026-08-22,233,situs-match
234,Los Angeles,939 S. Kingsley Apartments,5093023059,,939 S KINGSLEY DR LOS ANGELES CA 90006,False,script-situs-match (2026-08-21),,"Resolved by LA county situs/geocode search; use code ""Single"" — verify (value $6.2M suggests recent build)",2026,4800320,1382526,6182846,0,1913,Single,la-county-api,2026-08-22,234,situs-match
235,Los Angeles,3950 Ingraham Apartments,5092029007,5092-029-007,3950 INGRAHAM ST LOS ANGELES CA 90005,False,manual-repo-edit,,"Drew confirmed 2026-08-22: staff report ""3950 W. Ingraham"" has spurious W; single Ingraham St in LA. Pre-development ""Four Units"" lot.",2026,1237872,0,1237872,0,,Four Units (Any Combination),la-county-api,2026-08-22,235,situs-match
236,Los Angeles,Park Playa Apartments,4211011047,4211-011-047,6985 S CENTINELA AVE (no county situs; AIN from assessor portal map),False,manual-repo-edit,,"Drew 2026-08-22 via assessor portal map view; odd lot shape, best-fit parcel.",2026,5234013,28443,5262456,0,,Parking Lots (Commercial Use Properties),la-county-api,2026-08-22,236,documented
237,Los Angeles,Edgemont by Angeleno,5540025003,5540-025-003,1178 N EDGEMONT ST LOS ANGELES CA 90029,False,manual-repo-edit,,"Corrected 2026-08-22 (Drew, assessor portal): prior geocode pick 5540023002 sits at 1178 N Heliotrope Dr",2026,1186056,62424,1248480,0,1919,Single,la-county-api,2026-08-22,237,situs-match
57,Santa Clara,SoFi Los Gatos Creek Apartments,28424015,,"2070 Southwest Ex, San Jose, CA 95128",False,collaborator-sheet,,,,,,36559633,18850147,,,collaborator-sheet,,57,no-situs
60,Santa Clara,HARKEN APARTMENTS,17004068,,5150 EL CAMINO REAL LOS ALTOS CA,False,collaborator-sheet,,,,,,32171358,,,,collaborator-sheet,,60,no-situs
60,Santa Clara,HARKEN APARTMENTS,17004069,,5150 EL CAMINO REAL LOS ALTOS CA,False,collaborator-sheet,,,,,,18766626,,,,collaborator-sheet,,60,no-situs
89,Santa Clara,LINQ Apartments,25404108,,1700 NEWBURY PARK DR SAN JOSE CA 95133-1771,False,collaborator-sheet,,,,,,113197044,,,,collaborator-sheet,,89,no-situs
95,Santa Clara,Fountain Park Apartments,37226016,,"1028 S De Anza Bl, San Jose, CA 95129",False,collaborator-sheet,,,,,,4853048,,,,collaborator-sheet,,95,no-situs
96,Santa Clara,Park Kiely Apartments,29640005,,"355 Kiely Bl, San Jose, CA 95129",False,collaborator-sheet,,,,,,129482004,,,,collaborator-sheet,,96,no-situs
96,Santa Clara,Park Kiely Apartments,29640004,,"4240 Albany Dr, San Jose, CA 95129",False,collaborator-sheet,,,,,,95469825,,,,collaborator-sheet,,96,no-situs
96,Santa Clara,Park Kiely Apartments,29640003,,"4280 Albany Dr, San Jose, CA 95129",False,collaborator-sheet,,,,,,72364911,,,,collaborator-sheet,,96,no-situs
136,Santa Clara,Ascent Apartments,70607013,,5805 CHARLOTTE DR SAN JOSE CA 95123-3619,False,collaborator-sheet,,,,,,269608107,,,,collaborator-sheet,,136,no-situs
138,Santa Clara,Montecito Apartments,21332022,,3765 TAMARACK LN SANTA CLARA CA 95051-2571,False,collaborator-sheet,,,,,,27979060,,,,collaborator-sheet,,138,no-situs
139,Santa Clara,Thornbridge Apartments,68429011,,"5150 Monterey Rd, San Jose, CA 95111",False,collaborator-sheet,,,,,,51700304,51700304,,,collaborator-sheet,,139,no-situs
139,Santa Clara,Thornbridge Apartments,68428078,,"70 Crocker Ct, San Jose, CA 95111",False,collaborator-sheet,,,,,,8396294,8396294,,,collaborator-sheet,,139,no-situs
140,Santa Clara,The Crossings Apartments,31342061,,1180 LOCHINVAR AVE SUNNYVALE CA 94087-5100,False,collaborator-sheet,,,,,,70919811,,,,collaborator-sheet,,140,no-situs
189,Santa Clara,The Colonnade Apartments,46745084,467-45-084,201 S 4Th St,False,collaborator-sheet,,,,,,31718046,,,,collaborator-sheet,,189,no-situs
189,Santa Clara,The Colonnade Apartments,46745075,467-45-075,115 E San Carlos,False,collaborator-sheet,,,,,,,,,,,,189,no-situs
189,Santa Clara,The Colonnade Apartments,46745074,467-45-074,115 E San Carlos St,False,collaborator-sheet,,,,,,,,,,,,189,no-situs
189,Santa Clara,The Colonnade Apartments,46745073,467-45-073,200 S 3Rd St,False,collaborator-sheet,,,,,,,,,,,,189,no-situs
191,Santa Clara,Highland Gardens Apartments,15401034,154-01-034,234 Escuela Av,False,collaborator-sheet,,,,,,104843965,,,,collaborator-sheet,,191,no-situs
198,Santa Clara,220 Humboldt Ct. Apartments,,,,False,collaborator-sheet,,,,,,,,,,,,198,
202,Santa Cruz,La Posada Apartments,01125105,011-251-05,,False,manual-repo-edit,,"Drew 2026-08-22 via Santa Cruz assessor lookup, 609 Frederick St",2026,,,9776112,0,,,manual-repo-edit,,202,no-situs
16,Solano,Montessa Apartments,128101150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, $0 values) — Drew via Solano GIS 2026-08-22",2026,,,0,0,,,manual-repo-edit,,16,documented
16,Solano,Montessa Apartments,128101140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,8875.0,0,8875.0,1569.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,8888.0,0,8888.0,1535.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,8903.0,0,8903.0,1514.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,8918.0,0,8918.0,1541.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101100,,343 MOON RIVER PL VACAVILLE CA 95687,True,collaborator-sheet,,,2026,30867.0,0,30867.0,5457.0,,,solano-county-portal,2026-08-22,16,
16,Solano,Montessa Apartments,128101090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,31033.0,0,31033.0,5362.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,32605.0,0,32605.0,5546.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,36427.0,0,36427.0,6294.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,40997.0,0,40997.0,7248.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, Government Owned=YS, no site address, $0 values) — Drew via Solano GIS 2026-08-22",2026,,,0,0,,,manual-repo-edit,,16,documented
16,Solano,Montessa Apartments,128101040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,67916.0,0,67916.0,11735.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,63157.0,0,63157.0,10743.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,50192.0,0,50192.0,8873.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128101010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,101032.0,0,101032.0,17458.0,,,solano-county-portal,2026-08-22,16,mismatch
16,Solano,Montessa Apartments,128102110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,,2026,51705.0,561000.0,612705.0,108006.0,,,solano-county-portal,2026-08-22,16,mismatch
